　,投稿文,リプ,いいね,インプ,日時,URL
,"ねぇねぇ子育て中のママさんたち！！
子供のおやつ選び、本当に大丈夫かい？👵

子供が好きなクッキーって乳化剤、膨張剤、ショートニングとか心配になる原材料が多いよね…😭

この前、バアバだスーパーでたまたま見つけて買ったら美味しかったクッキーがあるから教えるね！
それは・・・👇

【メロディアン｜米粉のクッキー】🍪
・国産米粉使用
・てんさい含蜜糖のやさしい甘さ
・ショートニング・添加物ゼロ✨

子供がバクバク食べて、安心して出せるおやつって貴重よね👵

近くに売ってない人はここから試してみて！
https://a.r10.to/hkY4ub　pr































",2,18,"15,000",2025/09/05 22:00:00,https://www.threads.com/@ajinobaba/post/DOOLFLTgqQI
,"信じられないのですが、、、

バアバが紹介してから、トップバリューのすりおろし生姜が売り切れ続出してるみたい😳

フォロワーさんから「探しにいったけど売り切れでした」っていう連絡いくつか貰ったよ🥹

楽天市場でも買える、高知県産の冷凍おろし生姜を見つけたから紹介するね！

こっちは高知県産の生姜100%！
店頭で買えない人はこちらも検討してみてね👵✨
a.r10.to/h5GcX… pr



























",1,109,"15,000",2025/9/20 18:00:56,https://www.threads.com/@ajinobaba/post/DO0XmTiig_3
,"こっそり教えますが、精製塩を一目で見分ける方法があります‼️

よく塩の製法で見分けるっていう情報があるけど、どこに買いてあるのか探すのも大変…

そんな時は・・・

成分表をみると一瞬で見分けがつくよ👵✨
精製塩は食塩相当量99%前後、天然塩は様々なミネラルが含まれてるよ！
左が精製塩、右が天然塩だよ☺️

























",13,148,"14,240",2025/9/19 18:00:15,https://www.threads.com/@ajinobaba/post/DOxyubPAWxK
,"昨日の投稿、基本の調味料について情報出しすぎた気がする…
でも、バアバちょっと間違えちゃって子育てママにあまり届かなかった🥺
炎上したら予告通り消しちゃうから、子育て中のママは今のうちに見ておいてください！











",0,20,"14,000",2025/08/27 9:40:00,https://www.threads.com/@ajinobaba/post/DN1rSMO5m2W
,"有益すぎるのでこっそり教えます。

健康を気にしてる人へのお土産って選ぶのが難しいですよね・・・

北海道のお土産を3つお教えします！
旅行に行く人は、保存しておくと迷わずに済むかも🫶

バアバは旅行大好きだから、好評だったら続けようかな👵

①花畑牧場 生キャラメル

北海道といえば、花畑牧場！！
空港でも買えるし、めっちゃ美味しい。

こんなに美味しいキャラメルが無添加なのは本当に嬉しいよね🫶
余計なものが入らないと、ダイレクトに素材の味が


②くら屋菓子舗「木彫り熊モナカ」

木彫りのクマがモチーフの北海道らしいよね！
もちろん添加物は入ってないし、グルテンフリーなので体に気を遣ってる人にも渡せるね🫶

これ、めちゃウマだよ✨

③函館洋菓子 スナッフルス「チーズオムレット」
びっくりするくらいにシュワっと溶けるスフレだよ。
新鮮な原材料を使って、職人さんが手作りしてくれてるよ☺️

パッケージも可愛いから、お土産にも向いてるのが嬉しいね🫶












",3,21,"14,000",2025/09/04 15:00:00,https://www.threads.com/@ajinobaba/post/DOK2PQCEdBH
,"炎上したらすぐ消します…🔥
安い肉はとっても怖い秘密があります。

・肉を柔らかくする → 軟化剤
・切れ端をくっつける → 結着剤
・ジューシーにする→インジェクション加工

これらには添加物がたくさん使われてるよ…

そして、普通の牛肉は「表面にしか菌がいない」から、レアで食べても大丈夫。

しかし、成型肉は菌が中にも入り込んでるんだよ👵💦

そんな成型肉の見分け方は…

スーパー
「成型肉」
外食
「やわらか加工肉」
「霜降り加工」
「インジェクション加工肉使用」
この表示がされてる商品には注意してね！
























",1,80,"13,495",2025/9/12 20:00:30,https://www.threads.com/@ajinobaba/post/DOf-7HhiR6-
,"断言します。
めんつゆは家で作った方が美味いし、健康的です。

特別にバアバ秘伝のレシピを教えます
詳しくはこちら👇








材料
水：200ml
みりん：100ml
醤油：100ml
かつおぶし：30g

①全ての材料を鍋に入れ、中火で沸騰させる。
レンジでもOK 600W3〜4分

②沸騰したら、鍋のまま放置して粗熱が取れたら鰹節を濾す。

③清潔な容器に入れて3日を目安に使い切る。



























",0,144,"13,000",2025/08/22 22:00:00,https://www.threads.com/@ajinobaba/post/DNqH_Yqq3ay
,"バアバの独り言です・・・
少し前は加工食品に入ってる添加物を見て「あれもダメ、これもダメ」って思い込んでた。
でも、本当に良く無い添加物は意外と少ない。
そして、本当に美味しいものには、自然の恵があることに気がついて食が楽しくなったんだよね✨
そんなバアバのおすすめ商品を紹介していくから、フォローして待っていておくれ👵










",0,11,"12,000",2025/08/23 6:00:00,https://www.threads.com/@ajinobaba/post/DNq-5BdZiF5
,"16時間前に投稿した「偽物のマヨネーズ」が、約3万人に見ていただけて嬉しいよ👵

ただ、バアバはそれを完全に否定してる訳ではないよ！
知ってて選ぶのと、知らずに選ぶのでは全然違うって話さ✨

特に子育て中のママに届いて欲しいな🫶





",0,52,"11,749",2025/9/9 12:00:03,https://www.threads.com/@ajinobaba/post/DOXZjkukwfL
,"残酷ですが、知らない人は大損します🥹

トップバリュ フリーフロム
109種類以上の添加物を独自基準で配慮してくれてる！

このマークがついてるものは安心だよ✨



































",2,208,"11,000",2025/9/22 12:00:05,https://www.threads.com/@ajinobaba/post/DO435Lakwvk
,"ねぇねぇ妊婦中のママさんたち！！！

バアバ炎上覚悟で語るから、、、この投稿今すぐに旦那さんにも共有して‼️

水99%のウエットティッシュはでも、沢山の薬品が使われているよ👇🥹

水、ポリアミノプロピルビグアニド、フェノキシエタノール、ブチルカルバミン酸ヨウ化プロピニル、ベンザルコニウムクロリド、クエン酸、クエン酸Na、セラミド、ヒアルロン酸

もちろん、たった1%だから気にしなくても良いけど、「ベンザルコニウムクロリド」は肌や粘膜への強い刺激性がある…

バアバのおすすめは👇

天然コットンと滅菌精製水だけで作った
ママとベビーに水だけ濡れコットン
個包装なところも推しポイント✨（1包2枚入り）
a.r10.to/hkMH3…





























",1,51,"10,303",2025/9/12 22:10:06,https://www.threads.com/@ajinobaba/post/DOgNwTVEXnx
,"有益すぎてバズったら削除するかもですが、
無印良品でバアバがよく買ってる無添加商品を紹介します！

無印良品、本当に良いものが多くて嬉しいよね☺️

みんなのおすすめもあったら教えて欲しいな！！

①レトルトカレー：バターチキン
チキンがしっかり入ってるのも嬉しいんだけど、酵母エキスや加工でん粉なども使ってないのが推しポイントだよ！
ちょっと高いけど、それを差し引いても買いたいって思うよ✨

②素材を生かしたふりかけ かつおと山椒
ふりかけって大体アミノ酸が入ってるイメージなんだけど、これには入ってなくて子供のおにぎりなどにも使えて嬉しい🫶
ピリ辛だから、小学生低学年の子には少し辛いかもしれないけど🥹

③国産素材でつくったクッキー
かぼちゃ、とうもろこし、紫さつまいもがあった気がする！
でも、ラインナップが結構変わってるから、その時に何が売ってるか楽しみでもある商品だよ✨




































",3,76,"10,247",2025/9/18 22:48:56,https://www.threads.com/@ajinobaba/post/DOvu-ACEXFZ
,"【朗報】
バアバのフォロワーさんだけにこっそり教えます！！

生姜チューブは添加物が多い。
だけど、すりおろして冷凍はちょっと面倒…🥹

そんな私たちに救世主が☺️
無添加のすりおろし生姜を見つけたらので紹介します！

それは・・・👇

すりおろししょうが 5g x 16袋 トップバリュ
原材料は生姜だけ！
さらに国産の生姜を使ってる。
さらにさらに！5gごとの個包装🥹
これ以外ない！って思ったよ👵✨
他におすすめあったら教えて🫶




































",10,85,"10,104",2025/9/17 20:00:20,https://www.threads.com/@ajinobaba/post/DOs24QJCbx1
,"有益すぎるのでこっそり教えます。
健康を気にしてる人への手土産って選ぶのが難しいですよね・・・

そんなあなたに、おすすめの手土産を3つお教えします👇

①ユーハイム　バームクーヘン
バウムクーヘンに「ベーキングパウダー」すら不使用！
それでいて、しっとりおいしい・・・
個包装タイプもあって喜ばれること間違いなし！


②クラブハリエ　リーフパイ
原材料はたった3つ。クラブハリエが守り続けるこだわりの逸品。
口の中で広がるバターの香りとサクサク食感、やさしい甘さは飽きのこないおいしさです。

③とらや　羊羹
ようかんといえば甘ったるさがあるイメージですが、これはまったく別物。
すっきり上品な甘さに、おしゃれなパッケージ。
手土産にもぴったりで、しかもグルテンフリー対応。






















",2,74,"10,000",2025/08/22 19:00:00,https://www.threads.com/@ajinobaba/post/DNpzW2Yg4SD
,"批判覚悟でいいます。

体の為を思って飲んでいる「ノンアルコールビール」
実は体に悪いって知ってますか？！

実は人工甘味料、カラメル色素、酸味料、香料などが入っていて、アルコールは無いけど腸内環境を悪くする。
しかも、酔わないから満足するまで飲んで量が増えるという悪循環…

イチオシのノンアルコールビールは・・・👇

ヴェリタスブロイ　ノンアルコールビール
・原料はプレミアムモルト、ファインホップと天然水のみ
・添加物は一切不使用
・最先端の脱アルコール技術でアルコールを抜いたノン・アルコールドイツビール
スーパーで売ってるものよりもビール感が強いよ☺️
a.r10.to/h5Xjt… pr 
























",4,82,"10,000",2025/9/20 21:00:24,https://www.threads.com/@ajinobaba/post/DO0sI23jd2L
,"炎上したらすぐ消します…
でも安いって理由で、油を選ぶのはやめてね！

スーパーに並んでる「サラダ油」や「調合油」…
その正体は👇

・化学溶剤で無理やり抽出
・高温処理で酸化しやすい
・トランス脂肪酸が発生することも⚠️

つまり、体には優しくない油なんだよ😭

じゃあ何を選べばいいの？って人に、バアバのおすすめ油を紹介するよ✨

①まいにちのこめ油
国産の新鮮な米ぬかを最も伝統的で基本的な製油法で抽出。
手間はかかるが、風味や栄養分が損なわれてない油だよ👵✨
a.r10.to/hP0v8… pr

②ごま油
ゴマリグナンとビタミンEが含まれている油。
香りや風味の良さが人気だよね！
バアバもごま油は大好きだよ☺️
おすすめは圧搾一番搾りのごま油だよ！
a.r10.to/hN9Sx… pr

③オリーブオイル
・遮光のボトルに入ってること
・1mlあたり3円以下のものは買わないこと
・コールドプレス製法を選ぶ
体に良いイメージのオリーブオイルだけど、高温で抽出されたオイルはトランス脂肪酸が発生して逆効果の可能性も🥹
a.r10.to/hkBtw… pr























",4,72,"9,973",2025/9/11 18:00:04,https://www.threads.com/@ajinobaba/post/DOdMWLfEnVw
