スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"「主様のレシピまとめ欲しいです」や「作ってみました！美味しかったです」などコメントがめちゃくちゃ届く🥹💓ただ投稿していくと過去のレシピは見るのめっちゃスクロールせんと見れんからもし需要あればどこかにまとめるか🤔






",8,202,"36,000",2025/6/8 9:02:59,https://www.threads.com/@tenukide_kondate/post/DKnnXWMyz49
,"献立マンネリ化したらこの変わり身ソース👇
正直、どれかひとつ覚えておくだけで
野菜も肉も魚も、全部おいしくなる。
メモして冷蔵庫に貼っとこう！

①味噌：みりん：ごま油＝1：1：1
→厚揚げやなす、鶏むねに◎

②ポン酢：ごま油＝2：1
→きゅうり、冷しゃぶ、豆腐にかけて
(私のおすすめは冷しゃぶ)

③コチュジャン：酢：砂糖：ごま油＝1：1：1：1
→こんにゃく、もやし、キャベツ炒めにも






",2,241,"30,000",2025/6/8 10:00:16,https://www.threads.com/@tenukide_kondate/post/DKnt6zZAdwx
,"炒め物味付けタレの黄金比率か？欲しけりゃくれてやるぜ。読んでメモってみろ。比率の全てをここに置いてきた。👇

照り焼き
「醤油:大2」「酒:大2 」「みりん:大2」「砂糖:大2」

甘酢ダレ
「しょうゆ:大2」「砂糖:大2」「お酢:大2」

万能ごまダレ
「味噌」「酒」「みりん」「すりごま」「水」全て大さじ1

オーロラソース
「マヨネーズ：大さじ2」「ケチャップ:大さじ3」

オイマヨ
「オイスターソース」「マヨネーズ」　各大さじ2

塩昆布バター
「塩昆布」「バター」 各10g






「黄金」比率と「ゴールド」ロジャーをかけてみました。味もかけ方も「うまい」と思ってます(自称)
他炒め物以外もたくさん黄金比率あるので好評であればまたシリーズ化させてください💓🥹 



",20,881,"61,000",2025/6/8 18:59:30,https://www.threads.com/@tenukide_kondate/post/DKoroW9SDaN
,"洗い物一つ。5分で食べれる
激うまツナマヨうどん👇
材料(1人分)
冷凍うどん　1玉
ツナ　1/2-1缶
めんつゆ　小さじ2
マヨネーズ　小さじ2-大さじ1

作り方
1.耐熱皿にうどんを入れ3分半チンする
　(入れる容器の大きさミスしてます)
2.ツナ、めんつゆ、マヨネーズを入れて混ぜる
3.のり、ねぎ、ごまをお好みで入れて完成
























",12,155,"24,000",2025/6/8 19:34:31,https://www.threads.com/@tenukide_kondate/post/DKovo1PSBlg
,"ツナは水煮だと低脂質で高たんぱく質。
サラダに乗っけてもめちゃくちゃうまいしそれだけで一品完成😋無添加で子どもにも安心してあげられるから私はいつもこれを買ってる👇




実はハンバーグの中にちょっと入れても良い味出したりするしツナは本当に万能。そしてダイエッターの味方🐟

👉 a.r10.to/h54M3… pr






【楽天市場】
ホテイ ツナ 5缶パック 備蓄品 魚肉缶 ツナ 健康食品 無添加 水煮 ホテイフーズ 【D】非常食 保存食 備蓄 送料無料 ポイント消化












",3,165,"43,000",2025/6/8 19:38:29,https://www.threads.com/@tenukide_kondate/post/DKowF2eyq6L
,"寝れんくなってLINE漫画見たら懐かしいの出てきてちょっと読んじゃった😂こんな時間だから誰も見てないか(世代バレるやつだからそっとしとこ)





りぼんはこれよく見てたな👇







































",4,73,"30,000",2025/6/9 0:45:27,https://www.threads.com/@tenukide_kondate/post/DKpTOLfSizv
,"惣菜だからって、一汁三菜作れなくたって手抜きしてるわけじゃない。ちゃんと惣菜でも「家族の好きなもの」を選んで買ってきてるし、毎日仕事帰りにご飯作ったり、休みの日に買い物してる、それだけでもすごいんよ。みなさんいつもお疲れ様です🌸






",8,269,"32,000",2025/6/9 11:00:38,https://www.threads.com/@tenukide_kondate/post/DKqZn3DtlCv
,"前にあった話

夫「今日俺が晩御飯作る」
私「何作ってくれるの？」
夫「シュクメルリ」

普段料理しない人に限って無駄に長い
横文字の料理作ろうとする説唱えたい。



感想を言うと「意外とちゃんと美味しかった😂」








",20,186,"35,000",2025/6/9 15:00:07,https://www.threads.com/@tenukide_kondate/post/DKq1B6dJbk-
,"家族の「なんでもいい」は「自分が今食べたいものがパッと思いつかないけど、自分が好きなもので、かつ、今の気持ちに合うものを作ってくれるのであればなんでもいい」だと思っている🤔





",6,139,"31,000",2025/6/9 18:08:30,https://www.threads.com/@tenukide_kondate/post/DKrKlskS7WW
,"焼きうどん、マジで劇的にうまくなる裏ワザ👇
鰹節を最初に炒るだけ。
油ナシで乾煎り(10-20秒)、香りが立ったらいったん取り出す、仕上げに混ぜる or トッピング。

革命起きるからぜひやってみて〜



その際の和風味つけレシピ👇(1人前)
料理酒　大さじ1
しょうゆ　大さじ1
顆粒和風だし　小さじ1
ごま油
お野菜は自分が好きなもので✊








",6,406,"38,000",2025/6/9 18:15:14,https://www.threads.com/@tenukide_kondate/post/DKrLW95yLje
